ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
1715754,171575,Palmeirópolis,TO,Ocidental do Tocantins,Gurupi
1716109,171610,Paraíso do Tocantins,TO,Ocidental do Tocantins,Rio Formoso
1716208,171620,Paranã,TO,Oriental do Tocantins,Dianópolis
1716307,171630,Pau D'Arco,TO,Ocidental do Tocantins,Araguaína
1716505,171650,Pedro Afonso,TO,Oriental do Tocantins,Porto Nacional
1716604,171660,Peixe,TO,Ocidental do Tocantins,Gurupi
1716653,171665,Pequizeiro,TO,Ocidental do Tocantins,Miracema do Tocantins
1716703,171670,Colméia,TO,Ocidental do Tocantins,Miracema do Tocantins
1717008,171700,Pindorama do Tocantins,TO,Oriental do Tocantins,Dianópolis
1717206,171720,Piraquê,TO,Ocidental do Tocantins,Araguaína
1717503,171750,Pium,TO,Ocidental do Tocantins,Rio Formoso
1717800,171780,Ponte Alta do Bom Jesus,TO,Oriental do Tocantins,Dianópolis
1717909,171790,Ponte Alta do Tocantins,TO,Oriental do Tocantins,Jalapão
1718006,171800,Porto Alegre do Tocantins,TO,Oriental do Tocantins,Dianópolis
1718204,171820,Porto Nacional,TO,Oriental do Tocantins,Porto Nacional
1718303,171830,Praia Norte,TO,Ocidental do Tocantins,Bico do Papagaio
1718402,171840,Presidente Kennedy,TO,Ocidental do Tocantins,Miracema do Tocantins
1718451,171845,Pugmil,TO,Ocidental do Tocantins,Rio Formoso
1718501,171850,Recursolândia,TO,Oriental do Tocantins,Jalapão
1718550,171855,Riachinho,TO,Ocidental do Tocantins,Bico do Papagaio
1718659,171865,Rio da Conceição,TO,Oriental do Tocantins,Dianópolis
1718709,171870,Rio dos Bois,TO,Ocidental do Tocantins,Miracema do Tocantins
1718758,171875,Rio Sono,TO,Oriental do Tocantins,Jalapão
1718808,171880,Sampaio,TO,Ocidental do Tocantins,Bico do Papagaio
1718840,171884,Sandolândia,TO,Ocidental do Tocantins,Rio Formoso
1718865,171886,Santa Fé do Araguaia,TO,Ocidental do Tocantins,Araguaína
1718881,171888,Santa Maria do Tocantins,TO,Oriental do Tocantins,Porto Nacional
1718899,171889,Santa Rita do Tocantins,TO,Ocidental do Tocantins,Gurupi
1718907,171890,Santa Rosa do Tocantins,TO,Oriental do Tocantins,Dianópolis
1719004,171900,Santa Tereza do Tocantins,TO,Oriental do Tocantins,Jalapão
1720002,172000,Santa Terezinha do Tocantins,TO,Ocidental do Tocantins,Bico do Papagaio
1720101,172010,São Bento do Tocantins,TO,Ocidental do Tocantins,Bico do Papagaio
1720150,172015,São Félix do Tocantins,TO,Oriental do Tocantins,Jalapão
1720200,172020,São Miguel do Tocantins,TO,Ocidental do Tocantins,Bico do Papagaio
1720259,172025,São Salvador do Tocantins,TO,Ocidental do Tocantins,Gurupi
1720309,172030,São Sebastião do Tocantins,TO,Ocidental do Tocantins,Bico do Papagaio
1720499,172049,São Valério,TO,Oriental do Tocantins,Dianópolis
1720655,172065,Silvanópolis,TO,Oriental do Tocantins,Porto Nacional
1720804,172080,Sítio Novo do Tocantins,TO,Ocidental do Tocantins,Bico do Papagaio
1720853,172085,Sucupira,TO,Ocidental do Tocantins,Gurupi
1720903,172090,Taguatinga,TO,Oriental do Tocantins,Dianópolis
1720937,172093,Taipas do Tocantins,TO,Oriental do Tocantins,Dianópolis
1720978,172097,Talismã,TO,Ocidental do Tocantins,Gurupi
1721000,172100,Palmas,TO,Oriental do Tocantins,Porto Nacional
1721109,172110,Tocantínia,TO,Oriental do Tocantins,Porto Nacional
1721208,172120,Tocantinópolis,TO,Ocidental do Tocantins,Bico do Papagaio
1721257,172125,Tupirama,TO,Ocidental do Tocantins,Miracema do Tocantins
1721307,172130,Tupiratins,TO,Ocidental do Tocantins,Miracema do Tocantins
1722081,172208,Wanderlândia,TO,Ocidental do Tocantins,Araguaína
1722107,172210,Xambioá,TO,Ocidental do Tocantins,Araguaína
2100055,210005,Açailândia,MA,Oeste Maranhense,Imperatriz
2100105,210010,Afonso Cunha,MA,Leste Maranhense,Coelho Neto
2100154,210015,Água Doce do Maranhão,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2100204,210020,Alcântara,MA,Norte Maranhense,Litoral Ocidental Maranhense
2100303,210030,Aldeias Altas,MA,Leste Maranhense,Coelho Neto
2100402,210040,Altamira do Maranhão,MA,Oeste Maranhense,Pindaré
2100436,210043,Alto Alegre do Maranhão,MA,Leste Maranhense,Codó
2100477,210047,Alto Alegre do Pindaré,MA,Oeste Maranhense,Pindaré
2100501,210050,Alto Parnaíba,MA,Sul Maranhense,Gerais de Balsas
2100550,210055,Amapá do Maranhão,MA,Oeste Maranhense,Gurupi
2100600,210060,Amarante do Maranhão,MA,Oeste Maranhense,Imperatriz
2100709,210070,Anajatuba,MA,Norte Maranhense,Baixada Maranhense
2100808,210080,Anapurus,MA,Leste Maranhense,Chapadinha
2100832,210083,Apicum-Açu,MA,Norte Maranhense,Litoral Ocidental Maranhense
2100873,210087,Araguanã,MA,Oeste Maranhense,Pindaré
2100907,210090,Araioses,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2100956,210095,Arame,MA,Centro Maranhense,Alto Mearim e Grajaú
2101004,210100,Arari,MA,Norte Maranhense,Baixada Maranhense
2101103,210110,Axixá,MA,Norte Maranhense,Rosário
2101202,210120,Bacabal,MA,Centro Maranhense,Médio Mearim
2101251,210125,Bacabeira,MA,Norte Maranhense,Rosário
2101301,210130,Bacuri,MA,Norte Maranhense,Litoral Ocidental Maranhense
2101350,210135,Bacurituba,MA,Norte Maranhense,Litoral Ocidental Maranhense
2101400,210140,Balsas,MA,Sul Maranhense,Gerais de Balsas
2101509,210150,Barão de Grajaú,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2101608,210160,Barra do Corda,MA,Centro Maranhense,Alto Mearim e Grajaú
2101707,210170,Barreirinhas,MA,Norte Maranhense,Lençóis Maranhenses
2101731,210173,Belágua,MA,Leste Maranhense,Chapadinha
2101772,210177,Bela Vista do Maranhão,MA,Norte Maranhense,Baixada Maranhense
2101806,210180,Benedito Leite,MA,Sul Maranhense,Chapadas das Mangabeiras
2101905,210190,Bequimão,MA,Norte Maranhense,Litoral Ocidental Maranhense
2101939,210193,Bernardo do Mearim,MA,Centro Maranhense,Médio Mearim
2101970,210197,Boa Vista do Gurupi,MA,Oeste Maranhense,Gurupi
2102002,210200,Bom Jardim,MA,Oeste Maranhense,Pindaré
2102036,210203,Bom Jesus das Selvas,MA,Oeste Maranhense,Pindaré
2102077,210207,Bom Lugar,MA,Centro Maranhense,Médio Mearim
2102101,210210,Brejo,MA,Leste Maranhense,Chapadinha
2102150,210215,Brejo de Areia,MA,Oeste Maranhense,Pindaré
2102200,210220,Buriti,MA,Leste Maranhense,Chapadinha
2102309,210230,Buriti Bravo,MA,Leste Maranhense,Caxias
2102325,210232,Buriticupu,MA,Oeste Maranhense,Pindaré
2102358,210235,Buritirana,MA,Oeste Maranhense,Imperatriz
2102374,210237,Cachoeira Grande,MA,Norte Maranhense,Rosário
2102408,210240,Cajapió,MA,Norte Maranhense,Litoral Ocidental Maranhense
2102507,210250,Cajari,MA,Norte Maranhense,Baixada Maranhense
2102556,210255,Campestre do Maranhão,MA,Sul Maranhense,Porto Franco
2102606,210260,Cândido Mendes,MA,Oeste Maranhense,Gurupi
2102705,210270,Cantanhede,MA,Norte Maranhense,Itapecuru Mirim
2102754,210275,Capinzal do Norte,MA,Leste Maranhense,Codó
2102804,210280,Carolina,MA,Sul Maranhense,Porto Franco
2102903,210290,Carutapera,MA,Oeste Maranhense,Gurupi
2103000,210300,Caxias,MA,Leste Maranhense,Caxias
2103109,210310,Cedral,MA,Norte Maranhense,Litoral Ocidental Maranhense
2103125,210312,Central do Maranhão,MA,Norte Maranhense,Litoral Ocidental Maranhense
2103158,210315,Centro do Guilherme,MA,Oeste Maranhense,Gurupi
2103174,210317,Centro Novo do Maranhão,MA,Oeste Maranhense,Gurupi
2103208,210320,Chapadinha,MA,Leste Maranhense,Chapadinha
2103257,210325,Cidelândia,MA,Oeste Maranhense,Imperatriz
2103307,210330,Codó,MA,Leste Maranhense,Codó
2103406,210340,Coelho Neto,MA,Leste Maranhense,Coelho Neto
2103505,210350,Colinas,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2103554,210355,Conceição do Lago-Açu,MA,Norte Maranhense,Baixada Maranhense
2103604,210360,Coroatá,MA,Leste Maranhense,Codó
2103703,210370,Cururupu,MA,Norte Maranhense,Litoral Ocidental Maranhense
2103752,210375,Davinópolis,MA,Oeste Maranhense,Imperatriz
2103802,210380,Dom Pedro,MA,Centro Maranhense,Presidente Dutra
2103901,210390,Duque Bacelar,MA,Leste Maranhense,Coelho Neto
2104008,210400,Esperantinópolis,MA,Centro Maranhense,Médio Mearim
2104057,210405,Estreito,MA,Sul Maranhense,Porto Franco
2104073,210407,Feira Nova do Maranhão,MA,Sul Maranhense,Gerais de Balsas
2104081,210408,Fernando Falcão,MA,Centro Maranhense,Alto Mearim e Grajaú
2104099,210409,Formosa da Serra Negra,MA,Centro Maranhense,Alto Mearim e Grajaú
2104107,210410,Fortaleza dos Nogueiras,MA,Sul Maranhense,Chapadas das Mangabeiras
2104206,210420,Fortuna,MA,Centro Maranhense,Presidente Dutra
2104305,210430,Godofredo Viana,MA,Oeste Maranhense,Gurupi
2104404,210440,Gonçalves Dias,MA,Centro Maranhense,Presidente Dutra
2104503,210450,Governador Archer,MA,Centro Maranhense,Presidente Dutra
2104552,210455,Governador Edison Lobão,MA,Oeste Maranhense,Imperatriz
2104602,210460,Governador Eugênio Barros,MA,Centro Maranhense,Presidente Dutra
2104628,210462,Governador Luiz Rocha,MA,Centro Maranhense,Presidente Dutra
2104651,210465,Governador Newton Bello,MA,Oeste Maranhense,Pindaré
2104677,210467,Governador Nunes Freire,MA,Oeste Maranhense,Gurupi
2104701,210470,Graça Aranha,MA,Centro Maranhense,Presidente Dutra
2104800,210480,Grajaú,MA,Centro Maranhense,Alto Mearim e Grajaú
2104909,210490,Guimarães,MA,Norte Maranhense,Litoral Ocidental Maranhense
2105005,210500,Humberto de Campos,MA,Norte Maranhense,Lençóis Maranhenses
2105104,210510,Icatu,MA,Norte Maranhense,Rosário
2105153,210515,Igarapé do Meio,MA,Norte Maranhense,Baixada Maranhense
2105203,210520,Igarapé Grande,MA,Centro Maranhense,Médio Mearim
2105302,210530,Imperatriz,MA,Oeste Maranhense,Imperatriz
2105351,210535,Itaipava do Grajaú,MA,Centro Maranhense,Alto Mearim e Grajaú
2105401,210540,Itapecuru Mirim,MA,Norte Maranhense,Itapecuru Mirim
2105427,210542,Itinga do Maranhão,MA,Oeste Maranhense,Imperatriz
2105450,210545,Jatobá,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2105476,210547,Jenipapo dos Vieiras,MA,Centro Maranhense,Alto Mearim e Grajaú
2105500,210550,João Lisboa,MA,Oeste Maranhense,Imperatriz
2105609,210560,Joselândia,MA,Centro Maranhense,Alto Mearim e Grajaú
2105658,210565,Junco do Maranhão,MA,Oeste Maranhense,Gurupi
2105708,210570,Lago da Pedra,MA,Oeste Maranhense,Pindaré
2105807,210580,Lago do Junco,MA,Centro Maranhense,Médio Mearim
2105906,210590,Lago Verde,MA,Centro Maranhense,Médio Mearim
2105922,210592,Lagoa do Mato,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2105948,210594,Lago dos Rodrigues,MA,Centro Maranhense,Médio Mearim
2105963,210596,Lagoa Grande do Maranhão,MA,Oeste Maranhense,Pindaré
2105989,210598,Lajeado Novo,MA,Oeste Maranhense,Imperatriz
2106003,210600,Lima Campos,MA,Centro Maranhense,Médio Mearim
2106102,210610,Loreto,MA,Sul Maranhense,Chapadas das Mangabeiras
2106201,210620,Luís Domingues,MA,Oeste Maranhense,Gurupi
2106300,210630,Magalhães de Almeida,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2106326,210632,Maracaçumé,MA,Oeste Maranhense,Gurupi
2106359,210635,Marajá do Sena,MA,Oeste Maranhense,Pindaré
2106375,210637,Maranhãozinho,MA,Oeste Maranhense,Gurupi
2106409,210640,Mata Roma,MA,Leste Maranhense,Chapadinha
2106508,210650,Matinha,MA,Norte Maranhense,Baixada Maranhense
2106607,210660,Matões,MA,Leste Maranhense,Caxias
2106631,210663,Matões do Norte,MA,Norte Maranhense,Itapecuru Mirim
2106672,210667,Milagres do Maranhão,MA,Leste Maranhense,Chapadinha
2106706,210670,Mirador,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2106755,210675,Miranda do Norte,MA,Norte Maranhense,Itapecuru Mirim
2106805,210680,Mirinzal,MA,Norte Maranhense,Litoral Ocidental Maranhense
2106904,210690,Monção,MA,Norte Maranhense,Baixada Maranhense
2107001,210700,Montes Altos,MA,Oeste Maranhense,Imperatriz
2107100,210710,Morros,MA,Norte Maranhense,Rosário
2107209,210720,Nina Rodrigues,MA,Norte Maranhense,Itapecuru Mirim
2107258,210725,Nova Colinas,MA,Sul Maranhense,Chapadas das Mangabeiras
2107308,210730,Nova Iorque,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2107357,210735,Nova Olinda do Maranhão,MA,Oeste Maranhense,Pindaré
2107407,210740,Olho d'Água das Cunhãs,MA,Centro Maranhense,Médio Mearim
2107456,210745,Olinda Nova do Maranhão,MA,Norte Maranhense,Baixada Maranhense
2107506,210750,Paço do Lumiar,MA,Norte Maranhense,Aglomeração Urbana de São Luís
2107605,210760,Palmeirândia,MA,Norte Maranhense,Baixada Maranhense
2107704,210770,Paraibano,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2107803,210780,Parnarama,MA,Leste Maranhense,Caxias
2107902,210790,Passagem Franca,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2108009,210800,Pastos Bons,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2108058,210805,Paulino Neves,MA,Norte Maranhense,Lençóis Maranhenses
2108108,210810,Paulo Ramos,MA,Oeste Maranhense,Pindaré
2108207,210820,Pedreiras,MA,Centro Maranhense,Médio Mearim
2108256,210825,Pedro do Rosário,MA,Norte Maranhense,Baixada Maranhense
2108306,210830,Penalva,MA,Norte Maranhense,Baixada Maranhense
2108405,210840,Peri Mirim,MA,Norte Maranhense,Baixada Maranhense
2108454,210845,Peritoró,MA,Leste Maranhense,Codó
2108504,210850,Pindaré-Mirim,MA,Oeste Maranhense,Pindaré
2108603,210860,Pinheiro,MA,Norte Maranhense,Baixada Maranhense
2108702,210870,Pio XII,MA,Centro Maranhense,Médio Mearim
2108801,210880,Pirapemas,MA,Norte Maranhense,Itapecuru Mirim
2108900,210890,Poção de Pedras,MA,Centro Maranhense,Médio Mearim
2109007,210900,Porto Franco,MA,Sul Maranhense,Porto Franco
2109056,210905,Porto Rico do Maranhão,MA,Norte Maranhense,Litoral Ocidental Maranhense
2109106,210910,Presidente Dutra,MA,Centro Maranhense,Presidente Dutra
2109205,210920,Presidente Juscelino,MA,Norte Maranhense,Rosário
2109239,210923,Presidente Médici,MA,Oeste Maranhense,Pindaré
2109270,210927,Presidente Sarney,MA,Norte Maranhense,Baixada Maranhense
2109304,210930,Presidente Vargas,MA,Norte Maranhense,Itapecuru Mirim
2109403,210940,Primeira Cruz,MA,Norte Maranhense,Lençóis Maranhenses
2109452,210945,Raposa,MA,Norte Maranhense,Aglomeração Urbana de São Luís
2109502,210950,Riachão,MA,Sul Maranhense,Gerais de Balsas
2109551,210955,Ribamar Fiquene,MA,Oeste Maranhense,Imperatriz
2109601,210960,Rosário,MA,Norte Maranhense,Rosário
2109700,210970,Sambaíba,MA,Sul Maranhense,Chapadas das Mangabeiras
2109759,210975,Santa Filomena do Maranhão,MA,Centro Maranhense,Alto Mearim e Grajaú
2109809,210980,Santa Helena,MA,Norte Maranhense,Baixada Maranhense
2109908,210990,Santa Inês,MA,Oeste Maranhense,Pindaré
2110005,211000,Santa Luzia,MA,Oeste Maranhense,Pindaré
2110039,211003,Santa Luzia do Paruá,MA,Oeste Maranhense,Pindaré
2110104,211010,Santa Quitéria do Maranhão,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2110203,211020,Santa Rita,MA,Norte Maranhense,Rosário
2110237,211023,Santana do Maranhão,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2110278,211027,Santo Amaro do Maranhão,MA,Norte Maranhense,Lençóis Maranhenses
2110302,211030,Santo Antônio dos Lopes,MA,Centro Maranhense,Médio Mearim
2110401,211040,São Benedito do Rio Preto,MA,Leste Maranhense,Chapadinha
2110500,211050,São Bento,MA,Norte Maranhense,Baixada Maranhense
2110609,211060,São Bernardo,MA,Leste Maranhense,Baixo Parnaíba Maranhense
2110658,211065,São Domingos do Azeitão,MA,Sul Maranhense,Chapadas das Mangabeiras
2110708,211070,São Domingos do Maranhão,MA,Centro Maranhense,Presidente Dutra
2110807,211080,São Félix de Balsas,MA,Sul Maranhense,Chapadas das Mangabeiras
2110856,211085,São Francisco do Brejão,MA,Oeste Maranhense,Imperatriz
2110906,211090,São Francisco do Maranhão,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2111003,211100,São João Batista,MA,Norte Maranhense,Baixada Maranhense
2111029,211102,São João do Carú,MA,Oeste Maranhense,Pindaré
2111052,211105,São João do Paraíso,MA,Sul Maranhense,Porto Franco
2111078,211107,São João do Soter,MA,Leste Maranhense,Caxias
2111102,211110,São João dos Patos,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2111201,211120,São José de Ribamar,MA,Norte Maranhense,Aglomeração Urbana de São Luís
2111250,211125,São José dos Basílios,MA,Centro Maranhense,Presidente Dutra
2111300,211130,São Luís,MA,Norte Maranhense,Aglomeração Urbana de São Luís
2111409,211140,São Luís Gonzaga do Maranhão,MA,Centro Maranhense,Médio Mearim
2111508,211150,São Mateus do Maranhão,MA,Centro Maranhense,Médio Mearim
2111532,211153,São Pedro da Água Branca,MA,Oeste Maranhense,Imperatriz
2111573,211157,São Pedro dos Crentes,MA,Sul Maranhense,Porto Franco
2111607,211160,São Raimundo das Mangabeiras,MA,Sul Maranhense,Chapadas das Mangabeiras
2111631,211163,São Raimundo do Doca Bezerra,MA,Centro Maranhense,Médio Mearim
2111672,211167,São Roberto,MA,Centro Maranhense,Médio Mearim
2111706,211170,São Vicente Ferrer,MA,Norte Maranhense,Baixada Maranhense
2111722,211172,Satubinha,MA,Centro Maranhense,Médio Mearim
2111748,211174,Senador Alexandre Costa,MA,Centro Maranhense,Presidente Dutra
2111763,211176,Senador La Rocque,MA,Oeste Maranhense,Imperatriz
2111789,211178,Serrano do Maranhão,MA,Norte Maranhense,Litoral Ocidental Maranhense
2111805,211180,Sítio Novo,MA,Centro Maranhense,Alto Mearim e Grajaú
2111904,211190,Sucupira do Norte,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2111953,211195,Sucupira do Riachão,MA,Leste Maranhense,Chapadas do Alto Itapecuru
2112001,211200,Tasso Fragoso,MA,Sul Maranhense,Gerais de Balsas
2112100,211210,Timbiras,MA,Leste Maranhense,Codó
2112209,211220,Timon,MA,Leste Maranhense,Caxias
2112233,211223,Trizidela do Vale,MA,Centro Maranhense,Médio Mearim
2112274,211227,Tufilândia,MA,Oeste Maranhense,Pindaré
2112308,211230,Tuntum,MA,Centro Maranhense,Alto Mearim e Grajaú
2112407,211240,Turiaçu,MA,Oeste Maranhense,Gurupi
2112456,211245,Turilândia,MA,Oeste Maranhense,Gurupi
2112506,211250,Tutóia,MA,Norte Maranhense,Lençóis Maranhenses
2112605,211260,Urbano Santos,MA,Leste Maranhense,Chapadinha
2112704,211270,Vargem Grande,MA,Norte Maranhense,Itapecuru Mirim
2112803,211280,Viana,MA,Norte Maranhense,Baixada Maranhense
2112852,211285,Vila Nova dos Martírios,MA,Oeste Maranhense,Imperatriz
2112902,211290,Vitória do Mearim,MA,Norte Maranhense,Baixada Maranhense
2113009,211300,Vitorino Freire,MA,Oeste Maranhense,Pindaré
2114007,211400,Zé Doca,MA,Oeste Maranhense,Pindaré
2200053,220005,Acauã,PI,Sudeste Piauiense,Alto Médio Canindé
2200103,220010,Agricolândia,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2200202,220020,Água Branca,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2200251,220025,Alagoinha do Piauí,PI,Sudeste Piauiense,Pio IX
2200277,220027,Alegrete do Piauí,PI,Sudeste Piauiense,Pio IX
2200301,220030,Alto Longá,PI,Centro-Norte Piauiense,Campo Maior
2200400,220040,Altos,PI,Centro-Norte Piauiense,Teresina
2200459,220045,Alvorada do Gurguéia,PI,Sudoeste Piauiense,Alto Médio Gurguéia
2200509,220050,Amarante,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2200608,220060,Angical do Piauí,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2200707,220070,Anísio de Abreu,PI,Sudoeste Piauiense,São Raimundo Nonato
2200806,220080,Antônio Almeida,PI,Sudoeste Piauiense,Bertolínia
2200905,220090,Aroazes,PI,Centro-Norte Piauiense,Valença do Piauí
2200954,220095,Aroeiras do Itaim,PI,Sudeste Piauiense,Picos
2201002,220100,Arraial,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2201051,220105,Assunção do Piauí,PI,Centro-Norte Piauiense,Campo Maior
2201101,220110,Avelino Lopes,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense
2201150,220115,Baixa Grande do Ribeiro,PI,Sudoeste Piauiense,Alto Parnaíba Piauiense
2201176,220117,Barra D'Alcântara,PI,Centro-Norte Piauiense,Valença do Piauí
2201200,220120,Barras,PI,Norte Piauiense,Baixo Parnaíba Piauiense
2201309,220130,Barreiras do Piauí,PI,Sudoeste Piauiense,Alto Médio Gurguéia
2201408,220140,Barro Duro,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense
2201507,220150,Batalha,PI,Norte Piauiense,Baixo Parnaíba Piauiense
2201556,220155,Bela Vista do Piauí,PI,Sudeste Piauiense,Alto Médio Canindé
2201572,220157,Belém do Piauí,PI,Sudeste Piauiense,Alto Médio Canindé
2201606,220160,Beneditinos,PI,Centro-Norte Piauiense,Teresina
2201705,220170,Bertolínia,PI,Sudoeste Piauiense,Bertolínia
2201739,220173,Betânia do Piauí,PI,Sudeste Piauiense,Alto Médio Canindé
2201770,220177,Boa Hora,PI,Norte Piauiense,Baixo Parnaíba Piauiense
2201804,220180,Bocaina,PI,Sudeste Piauiense,Picos
2201903,220190,Bom Jesus,PI,Sudoeste Piauiense,Alto Médio Gurguéia
2201919,220191,Bom Princípio do Piauí,PI,Norte Piauiense,Litoral Piauiense
2201929,220192,Bonfim do Piauí,PI,Sudoeste Piauiense,São Raimundo Nonato
2201945,220194,Boqueirão do Piauí,PI,Centro-Norte Piauiense,Campo Maior
2201960,220196,Brasileira,PI,Norte Piauiense,Baixo Parnaíba Piauiense
2201988,220198,Brejo do Piauí,PI,Sudoeste Piauiense,São Raimundo Nonato
2202000,220200,Buriti dos Lopes,PI,Norte Piauiense,Litoral Piauiense
